标题	详情
游戏漏洞	我玩王者荣耀已经三年了  可是我的段位最高才钻石还是没有星耀的时候  我觉得不是人民币玩家的玩家怎么遇到的队友总是那么坑  我非常不能理解  还有  我冲了点钱  可是贵族掉了之后就再也没赢过几把  连钻石四都没上去过  我很烦恼  官方大大  求求你了  能不能不要这样了  再这样我就退游了  还有那些玩王者荣耀的小朋友  不要贪恋游戏  不要充太钱  小钱可以  别上瘾  游戏纯属娱乐  坑太多也是没办法  记得健康游戏
低级评定系统	这个游戏乱扣信誉，作为一个玩英雄联盟的中高端玩家，这几天才玩这个游戏 不太清楚对面英雄技能 但我一直猥琐清并线。队友3个经济比我差，后来输了，有队友举报我什么 扣了三分。这个评定真的垃圾 随意评定 只要拿到人头。就是高分，根本就不考虑实际的作用。二三个队友无脑冲死了。最后举报我，然后这个评定系统也无脑扣分。
……	傻狗玩家太多，好好一个游戏弄的像孤儿院！真特么的服
以前不挺好吗	从第二赛季开始打到铂金，又在QQ开了个小号，发现青铜排位比铂金还难打。举报的详细描述是干嘛用的？根本没用。贵六以上被打总能丝血跑出来，这也太…，不充钱没法玩儿吗？
卸载了，垃圾游戏	玩了两年了，今天卸载了。出的英雄越来越变态，配的队友越来越垃圾。祝这款游戏早日歇菜！
c	什么字都限制，限制nqj，能看出来是什么简称吗     C N Make Life Get Better，首字母，去限制啊
游戏感受	我玩这个游戏也有两年了，只不过唯一感觉不好的是安卓跟iPhone没法使用同一个帐号。
匹配机制有毒	英雄联盟老玩家，朋友都改玩王者荣耀了所以也跟着玩，两赛季上了王者，偶尔也会充钱。排位匹配机制真的有毒，总是给我匹配特别坑的队友，对面经常好几个排名银牌的玩家，我不管多努力带都赢不了，总是会被队友乱带节奏或者送人头坑输，每次都气得想哭，举报也没有用，没有队友水平过低这个选项。只要连胜几局就会一直连跪，匹配到的队友水平低到令人发指。希望举报选项里增加一项水平过低，经常被举报水平低的玩家让他们一起玩，互相伤害就好了，别来害我们了，不然真的想弃游了。
我玩的是电脑游戏？	一个游戏5个多g就算了，闪退马上连还连不上，连上了一样扣分，我可去你吗的吧
王者荣耀非常好，充够钱了，会送永久隐形名刀一把，永久举报对你无效，真是太爽了	王者荣耀非常好，充够钱了，会送永久隐形名刀一把，永久举报对你无效，真是太爽了
垃圾	垃圾
 	 
 	 
还有的玩？	这破游戏现在iOS 版的文稿数据加起来要五六G   人家以前16G32g的还能玩？  怎么越更新越垃圾？
真拉机	不充钱的玩家，一上星就开始卡，一上星就开始卡，不卡的时候打的好好的，上星之后就开始卡游戏，人走到身边都不知道，玩个毛线玩，垃圾
 	
我想退游	削宫本他大招增加的厉害太高了
 	 
说起脱坑，我也想说说	这个游戏的匹配机制再不改迟早要凉，强的就一定要碰到坑？凭什么把把mvp就得卡死在星耀，评分比对面mvp高都得输？我觉得至少加一个败方mvp不掉星吧。
恶心的天妹	垃圾天美硬是要保证胜率在50%左右让人段位死活上不去，连胜之后必然连败。恶心的匹配机制
我爱王者王者不爱我	这个游戏从小学开始玩了。现在都初中毕业了。 玩的感觉是会给人带来开心快乐。但是本人玩的比较坑所以带来的快乐就很少但是王者这个游戏不能去评论。还有就是我闪退比较严重
推荐增加拉黑机制	玩王者差不多一年 每次总会遇见神坑 虽然自己玩的也不是多好 但总是我方匹配到比我还垃圾的 局局坑 现在被坑的完全不敢打排位 队友素质也低 强烈建议关于举报机制的审核严格一点 骂人的发成拼音就举报不成功？？？？这大概就是我每次玩游戏都可以被气哭的原因吧 还有就是小号 像我们这种新手 想好好玩几局游戏 中会匹配到星耀 开小号练英雄的 然后嘲讽我们 开小号也不怕被举报 真的是要气死人 希望增加拉黑机制 或许可以让游戏变得更愉快。
还行吧	这个游戏玩家不受限制，所以玩家素质参差不齐，有素质好的也有不讲道理的，有的人坑了就当起泉水指挥官，说队友怎么怎么不好，有的人甚至莫名其妙就开始送人头，本来自己心态挺好的，却老是碰到要么菜的要死要么嘴臭的要死的，或者有的上把被坑了这把就要来演来送或者直接挂机的。碰到这类人真的是能气炸。要是大家都玩好自己的不演不送不骂人不挂机，要是输了大家心情也不会被搞差。因为这种人卸载了好几次王者荣耀，但是因为大家都在玩，自己闲的时候太无聊又下载回来了。现在王者扣分封号机制改的还行。但是不够智能，举报演员老是失败，心态炸了！顺便建议挂机直接封号。
dnmsmw	..nsnsns
秒退的无奈啊……	版本更新之后苹果6进游戏就秒退，什么情况，不能玩了……晕，能不能修复，不能就退游了，尤其是玩了一半直接退到底，怎么回事，之前都好了，现在又开始秒退，真心没法玩了
弃游好几次，想想比男朋友强，下载回来	初次玩是男朋友经常玩，不搭理我，我也尝试一下，下载以后，他也没带我玩几次，后来玩的上瘾了，让别的小哥哥带我玩。他总说他忙，没时间微我，可我总能看到他王者在线，我也不想说太多，跟怨妇似的，我就自己玩。玩的太累就卸载了，因为自己没有自控能力，无聊的时候还是会经常下载回来，因为总比他强，能陪我……现在分手了，感情没了，快乐就来了宝贝……
上了荣耀退游	三星算是一个中肯的评价吧，打了三四年，五个赛季荣耀。但是现在的匹配机制真的不想说啥了，作为一个妹纸，单排上了荣耀我觉得我技术也算过关……但是现在这个匹配机制真的打的我恶心??…偶尔会下载回来回忆一下但是不打排位了…我惜命…
为了你，我愿意等。	是王者让我们从普通的同学变成了关系更深的朋友。在我们的游戏中，我发现自己慢慢喜欢上你。我的暗恋便开始了。那天，我游戏玩腻了，我删掉了游戏，但后来听说你也玩，我又下载了回来，我们开始了没晚的熬夜时光，我的成绩下降飞快，从第十多名直下降到20级名，直到现在的倒数，都是玩游戏的结果。记得九年下学期，我本信心满满的开始学习的新开始。都是，我从同学口中得知你又玩王者的时候，我又把它下了回来。直到现在，我们每晚都在玩。我家长不让玩，我没次都偷偷的玩。这些天，玩妈有些发现了，我就把游戏删了，我告诉了你，你教我许多防着家长玩的办法，我心软，又下了回来。第二天，我又删了。我本不想再下，谁会想每天为了游戏来回等好久去下载啊。但是你给我发QQ，你说你发现自己一个人玩好孤独，我又心软了。于是，我只得再下回来。为了你，我宁愿每天都去等近半个小时的下载时间。还有6天中考了，我们却还在玩。可能因为以后再也见不到了吧。我为了你，我愿意放弃成绩。
王者荣耀的系统坑钱了????	我刚刚在游戏里花了200元买点券，结果钱被扣，点券没有给我，我只是个普通的玩家，你们凭什么坑我的钱，把我的钱还给我，你们这些骗子??????，差评！！！！！
1	难游戏
王者挂机	因该好好的惩罚挂机的人。
哎	这个游戏做的真的不行，凭什么没充钱不给好队友，天美你的眼里只有钱吗，
没意思	没一点公平，机制游戏，赢得多会让你输返一样多，真恶心
不要玩	坑货多多的游戏
系统判罚简直垃圾的不行	被队友坑 还要被扣钱 果然是充钱就是王者啊 垃圾中的战斗机 一分都多
早脱坑早轻松	朋友们几乎都脱坑了，我上荣耀王者以后就没那种想玩的动力了，卸载以后心情好了很多，比起以前少了很多戾气，多了些阳光
辣鸡sbee	决定弃游。最后一根稻草是因为游戏里总有些莫名其妙骂你骂得很难听的人，就用拼音、谐音骂你，你举报不成功他，但骂得难听到无法想象，你只要这时候不好好玩，反而你自己被举报，请问这是什么游戏？？排位把把演员游戏体验差，就算了，队友打得不行，还要不停被一些菜队友往死里骂，呵呵，再见了王者荣耀，对你真的有感情，也很用心过，但现在这游戏也真的没法玩了。
退游	早点退游的好，fw游戏
弃游吧，他放弃老玩家了	王者荣耀三年我从它测试法开始玩到现在15个赛季。匹配机制越来越（人性化）。连赢必连输。就腾讯这尿性，看到刺激战场了吗，他要的只是钱而已。太难受了，各种喷子演员，打到心态爆炸。祝愿早日倒闭！生意日益衰退！不谢。
垃圾游戏	排位恶意阻止都排的什么人垃圾游戏，还禁我赛信誉100
……	什么沙雕游戏……醉了……出的什么人物，要不要那么恶心，塞北的雪，真服了……无语了……脑子有坑还是咋
大bug	最近bug太多了，经常连建筑物都看不到，敌人也看不到，连自己都看不到在哪里，只有小地图上的头像
不要要有健康系统	我好不容易才下载，一开时就不给我玩了。
游戏体验太差	匹配什么鬼东西，游戏体验真心差。
退游吧	这个游戏简单的来说 退游吧 遇到坑的不止我一个 几个月没充钱愣是打不上去 笑死 数据再好 都抵不过队友狂送
我祝天美死全家，孤儿	就一垃圾游戏，匹配全小学生，排位更多，我连跪42把，直接卸了，无论打的多好，总有0杠十几的小学生，就是不让你赢，废物垃圾，我祝天美全体清明节快乐，早死早超生，废狗
辣鸡游戏	演员举报不成功 垃圾
无缘无故扣分	辣鸡游戏
这个游戏太难了！！！！	说真的现在坑的越来越多，说他们站位有问题，让他们改一改还过了说我这个战绩和他一样的辅助菜，我保了他那么多次，不然我会死？现在的坑填不完了已经，又再一次劝退我了这个游戏，这个游戏太难了！！！
暴躁老妹在线喷人	"为什么我刚成年还要受防沉迷系统限制？？
不仅每天只能玩2小时而且晚上9点以后还不能上线，我真的很暴躁。
听说好多人都是如此，我建议天美尽快解决这个问题，不然很多人会因此大量流失。"
